val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
13.119877427841677,5.545292907948422,1.0,1.0,9.470477058923995,1.0,-1.1058762782107965,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,15.340724477460924,48.0,27.0,0.0,12.0,0.7476969860157712,75.37053452254304,0.0
